@relation reopenBugInFuture
@attribute STR numeric
@attribute EB numeric
@attribute DWL numeric
@attribute DN numeric
@attribute OPC numeric
@attribute OPF numeric
@attribute FPC numeric
@attribute FPF numeric
@attribute SS numeric
@attribute locFixMean numeric
@attribute locFixMedian numeric
@attribute DWMCMean numeric
@attribute DWMCMedian numeric
@attribute ReadabilityMean numeric
@attribute ReadabilityMedian numeric
@attribute CDMean numeric
@attribute CDMedian numeric
@attribute CBOMean numeric
@attribute CBOMedian numeric
@attribute DITMean numeric
@attribute DITMedian numeric
@attribute LOCPreFixMean numeric
@attribute LOCPrefixMedian numeric
@attribute LCOMMean numeric
@attribute LCOMMedian numeric
@attribute NOCMean numeric
@attribute NOCMedian numeric
@attribute NOFMean numeric
@attribute NOFMedian numeric
@attribute NOMMean numeric
@attribute NOMMedian numeric
@attribute NOPMMean numeric
@attribute NOPMMedian numeric
@attribute NOPFMean numeric
@attribute NOPFMedian numeric
@attribute NOSMMean numeric
@attribute NOSMMedian numeric
@attribute NOSFMean numeric
@attribute NOSFMedian numeric
@attribute NOSIMean numeric
@attribute NOSIMedian numeric
@attribute RFCMean numeric
@attribute RFCMedian numeric
@attribute WMCMean numeric
@attribute WMCMedian numeric
@attribute BugReopen {false,true}

@data
0.0,1.0,57.0,4.0,76.0,11.0,76.0,11.0,1.0,33.0,79.07692307692308,0.0,2.476923076923077,1.9851772231049836E-4,2.3830082836166883E-4,1.9285714285714286,3.1228215334716882,4.0,6.030769230769231,3.0,2.6,34.0,63.96923076923077,1.0,25.215384615384615,0.0,0.5692307692307692,0.0,0.8307692307692308,2.0,3.8,2.0,3.0923076923076924,0.0,0.09230769230769231,1.0,0.7846153846153846,0.0,0.4153846153846154,0.0,0.4153846153846154,1.0,8.307692307692308,2.0,7.076923076923077,false
0.0,0.0,45.0,0.0,1258.0,182.0,1258.0,182.0,0.0,1433.0,1260.0,2.0,1.0,0.0,0.0,8.452554744525548,15.582574896952762,64.0,70.66666666666667,6.0,8.333333333333334,1433.0,1244.0,3160.0,6483.0,0.0,0.0,28.0,32.333333333333336,73.0,75.66666666666667,59.0,55.0,6.0,8.0,2.0,2.3333333333333335,3.0,8.333333333333334,3.0,8.333333333333334,187.0,182.0,281.0,237.0,false
0.0,1.0,143.0,2.0,0.0,0.0,7.0,2.0,1.0,382.5,551.6666666666666,0.0,2.3888888888888857,0.0,0.0,6.0410906298003075,7.817046481647111,36.5,45.416666666666664,2.0,2.611111111111111,383.5,539.0833333333334,113.0,1013.0277777777778,0.0,0.08333333333333333,11.0,15.166666666666666,20.0,34.19444444444444,13.0,23.805555555555557,0.5,1.8611111111111112,0.0,0.9166666666666666,0.5,2.0833333333333335,0.5,2.0833333333333335,74.5,95.83333333333333,61.0,97.91666666666667,false
0.0,0.0,25.0,2.0,57.0,7.0,57.0,7.0,1.0,220.0,220.0,0.0,0.0,0.0,0.0,11.6875,11.6875,3.0,3.0,2.0,2.0,220.0,220.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,44.0,44.0,false
0.0,0.0,730.0,2.0,192.0,41.0,655.0,120.0,0.0,654.0,654.0,0.0,0.0,0.0,0.0,11.613636363636363,11.613636363636363,59.0,59.0,5.0,5.0,654.0,654.0,806.0,806.0,0.0,0.0,39.0,39.0,45.0,45.0,31.0,31.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,132.0,132.0,172.0,172.0,false
0.0,0.0,8.0,1.0,1909.0,257.0,1908.0,256.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,4.155555555555556,4.155555555555556,11.0,11.0,3.0,3.0,249.0,249.0,116.0,116.0,0.0,0.0,10.0,10.0,21.0,21.0,21.0,21.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,28.0,28.0,45.0,45.0,false
0.0,1.0,95.0,3.0,83.0,34.0,84.0,34.0,0.3333333333333333,133.0,190.4,0.0,-0.7999999999999972,0.0,0.0,7.214285714285714,8.54838546529723,19.0,19.4,2.0,2.6,133.0,198.6,8.0,95.8,0.0,0.0,2.0,5.8,5.0,13.6,3.0,7.8,0.0,0.0,1.0,1.2,1.0,2.0,1.0,2.0,18.0,28.6,54.0,52.0,false
0.0,1.0,1874.0,2.0,0.0,0.0,1487.0,208.0,0.0,51.5,51.5,-2.0,-2.0,0.0,0.0,3.2142857142857144,3.2142857142857144,11.5,11.5,2.0,2.0,55.0,55.0,0.0,0.0,0.0,0.0,2.5,2.5,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,7.0,7.0,false
0.0,0.0,29.0,0.0,809.0,128.0,809.0,128.0,0.0,235.5,235.5,1.5,1.5,0.0,0.0,9.538194444444445,9.538194444444445,1.5,1.5,1.0,1.0,211.0,211.0,176.0,176.0,0.0,0.0,0.0,0.0,14.5,14.5,12.0,12.0,0.0,0.0,13.5,13.5,0.0,0.0,0.0,0.0,37.0,37.0,62.5,62.5,false
0.0,0.0,105.0,2.0,261.0,15.0,113.0,34.0,1.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,false
0.0,0.0,1.0,1.0,541.0,88.0,541.0,88.0,0.0,136.0,170.82051282051282,0.0,2.410256410256409,0.0,3.150384873151779E-4,6.117647058823529,6.6398916053709245,23.0,24.692307692307693,3.0,3.128205128205128,132.0,162.66666666666666,53.0,116.2051282051282,0.0,0.41025641025641024,1.0,3.0,11.0,12.076923076923077,1.0,2.8205128205128207,0.0,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,23.0,30.53846153846154,22.0,33.53846153846154,false
0.0,0.0,8.0,2.0,17.0,1.0,17.0,1.0,0.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,false
0.0,0.0,54.0,2.0,194.0,52.0,754.0,100.0,1.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,false
0.0,0.0,62.0,0.0,13.0,2.0,13.0,2.0,0.0,414.5,404.0,0.0,0.75,0.0,0.0,13.375494071146246,12.519608448616601,34.5,39.5,2.5,3.25,415.0,396.0,162.0,297.75,0.0,0.0,11.0,17.5,22.5,24.25,11.5,15.75,0.0,2.75,0.5,0.75,0.5,3.0,0.5,3.0,64.0,71.5,70.5,63.25,false
0.0,0.0,265.0,3.0,0.0,0.0,393.0,140.0,0.3333333333333333,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,false
0.0,0.0,64.0,0.0,636.0,88.0,637.0,88.0,0.0,345.0,345.0,2.0,2.0,0.0,0.0,5.30188679245283,5.30188679245283,35.0,35.0,2.0,2.0,343.0,343.0,9.0,9.0,0.0,0.0,13.0,13.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,82.0,82.0,78.0,78.0,false
0.0,0.0,44.0,2.0,131.0,29.0,131.0,29.0,1.0,101.5,101.5,3.0,3.0,0.0,0.0,4.933333333333334,4.933333333333334,11.5,11.5,2.0,2.0,90.0,90.0,9.5,9.5,0.0,0.0,3.0,3.0,9.0,9.0,7.0,7.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,12.5,12.5,13.0,13.0,false
0.0,0.0,1.0,0.0,329.0,58.0,329.0,58.0,0.0,215.0,215.0,0.0,0.0,0.0,0.0,7.25,7.25,38.0,38.0,1.0,1.0,215.0,215.0,15.0,15.0,0.0,0.0,1.0,1.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,59.0,59.0,false
0.0,0.0,17.0,0.0,1.0,0.0,201.0,36.0,0.0,71.5,71.5,1.5,1.5,0.0,0.0,3.333333333333333,3.333333333333333,9.0,9.0,1.5,1.5,68.0,68.0,4.5,4.5,0.0,0.0,0.0,0.0,3.5,3.5,2.5,2.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,12.0,18.5,18.5,false
